"reviewText"	"summary"	"review"
"Horrible! It does not dry for a long time, and it smells horrible! Just breathing through my nose made me feel like my nose was on fire! And the smell stayed even after it dried. If you have ever taken a deep breath in through your nose in the sauna, that is what it feels like. Do not buy this product!"	"Horrible. Burny nose"	"bad"
"The clippers aren't the best..but they do the job. the tools work well, such a good deal for the 3 items! Good Purchase."	"Good deal"	"good"
"I really wanted to like this shampoo since it had Keratin in it. It cleans and leaves no residue, a little bit goes a long way, but I have color treated heir and it felt stripped after I washed with this shampoo. Even following with the Tresemme Keratin Smooth Conditioner hair still felt dry and needed more conditioning. I personally would not recommend for color treated hair."	"Leaves hair clean"	"neutral"
"I am disappointed that the seller has not listed the product ingredients.  This is a requirement for product labeling but does not appear to be a requirement of Amazon.com for product listings.I went to Physicians Formula's website and found a product listing for what I think is the same product.  It was listed under the name of \"Eye Booster 2-in-1 Lash Boosting Eyeliner + Serum\" in  black.Product list:Water. Ethylhexyl Acrylate/Methyl Methacrylate Copolymer. Butylene Glycol. SD Alcohol 40. Beheneth-30. Ammonium Acrylates/Methyl Styrene/Styrene Copolymer. Glycerin. Myristoyl Pentapeptide-17. 1,2-Hexanediol. Acrylates/Octylacrylamide Copolymer. Caprylyl Glycol. Ethylhexylglycerin. Pentylene Glycol. Polyglyceryl-3 Disiloxane Dimethicone. Phenoxyethanol. Sodium Hydroxide. Disodium EDTA. Black 2.Chemicals of concern:Butylene Glycol, the third ingredient in this product is a potential irritant to the skin, eyes and lungs according to EWG.org Skin Deep Database.  I looked into this further as the information on the database was limited and found the Material Data Safety Sheet for Butylene Glycol.  Keep in mind this is an industrial safety sheet for proper handling, but also consider this is a chemical you are placing in your eye every day.According to ScienceLab.com's MSDS sheet it lists Butylene Glycol as:\"Potential Acute Health Effects:  Hazardous in case of skin contact (irritant), of eye contact (irritant), of ingestion, of inhalation (lung irritant).\"  If this is considered an irritant why have it in a product used around the eyes and have it as the third ingredient.I am surprised by this list given Physicians Formulas reputation as providing hypoallergenic products and disappointed.Having said this, there are going to be people who do not react to these ingredients for a variety of reasons, however, if you do have sensitivities be sure to read the product lists and do your homework on the ingredients, especially if using around the eye area."	"Read the ingredient list before buying"	"bad"
"I use ELF's small stippling brush for this and it's enough to make me look awake at 5 am for work! It's really beautiful and I LOVE that the color is bold on my skin. I bought it in Diva and it's perfection. I can use my fingers and get the same effect. A little goes a long way so this is going to last me forever! I can see where it's kind of scary getting these darker colors for light skin but it can work as long as you know how to apply it. I think the complaints about it being too much on light skin is because of poor application. I'm definitely going to get some other colors."	"Shows up AMAZING on my olive skin"	"good"
"Well, it doesn't claim to be a makeup remover, and it's not. Even though other reviewers said so, it doesn't remove make up fully.It does remove eye make up easily, but my foundation only comes off about 80%. The cloth is soft, and softer than the olay regular make up remover cloths. Scrubbing with this cloth doesn't make my sensitive, acne prone skin red. It didn't worsen my acne, and left my skin feeling hydrated. Although, after I gave my face a quick rinse with water, my oily skin breathed better. I'm guessing people with dryer skin will love this.I use the total effects moisturizer so this will be in my kit when I travel. otherwise, I think I'll stick to my regular Olay clean effects for make up removal."	"Good for moisturizing, not make up removal"	"neutral"
"These had a lot of pluses. This was my first experience with false eyelashes, and application was far easier than I anticipated. The glue didn't have much odor and seemed to dry quickly. I liked that the glue changed color--it made it easier to apply. Removal was also relatively simple and painless. I have sensitive skin, and had no problems during the brief time I wore them. So no complaints there.Unfortunately, I looked completely ridiculous wearing them. It's not so much that I looked like I was wearing false eyelashes, although you could definitely tell up close. It looked like I had applied black liner halfway across my eyes and gave up right in the middle. This style is called \"barely there\" and that at least is right--my eyelashes are very pale red--pretty much invisible, and these did nothing to enhance them. The shape is definitely not natural, either. They are very long on the outside corner, then fade to almost nothing. To the extent you can see them, it looks stupid.So while the lashes themselves were disappointing, I'll at least have the glue handy if/when I try falsies again."	"Nowhere near long enough"	"bad"
"I tried this deep conditioner for the first time.  My hair is pressed with a hotcomb and is short (layered short around face)and very coarse. My hair for some months, didn't seem to want to smooth out, but stayed very thick and  frizzy.  Whenever I would straighten it out, I would go outside and the hair would go \"poof\".Anyway, I like the conditioner because, when it is applied to your hair and scalp, you immediately feel a cool and refreshed tingling sensation. The scent of the product is mild, not too perfumy at all.  It is very creamy and you receive a nice amount in the little packet. I generally sit under the hot dryer for about 20-30 minutes.  After having used this product for the 3rd week, I can honestly say I saw improvement, in the texture of my hair.  It was smoother and easier to handle, after using it. I am very pleased and will continue using it.I would recommend this product."	"very pleased"	"good"
"I tried this for the first time yesterday, and there are two pieces of plastic that keep snagging and ripping my hair and it hurts! I'm in the process of trying o file it down, but so far its not working..."	"Ouch!"	"neutral"
"There is no way to get a &#34;perfect point&#34;.  The liner is so soft and mushy that if you sharpen the point will be gone instantly.  It smudges once on.  Today I put it on carefully and never touched it and the whole line was gone within 2 hours.  Completely melted off.  This is the worst eye liner I've ever used,"	"mushy and doesn't stay on"	"bad"
"Love the smell and love the feel. The big test of any body lotion for me is how well and how long it lasts on my feet. I do use the product a couple of times each day and my skin is smoother and my feet are much softer, too.It's hard to judge how someone else would perceive smells, but I really like the smell of this, sort of warm and fuzzy opposed to fresh and light.My least favorite part of the whole package is the color of the container. It doesn't affect the effectiveness of the product, but it looks more like suntan lotion that a moisturizer. That's just a marketing thing, though."	"A Difference I Can Feel"	"good"
"I have straight, baby fine hair which has no body & is very soft. I am always interested in trying products which will give my hair some oomph.First I triedNexxus Youth Renewal Plump and Lift Blow Dry Spray, 7.5 Ouncealone. I sprayed it on my towel dried hair, combed it through, then held my head upside down & blew it dry. I didn't notice any extra volume, but my hair was shiny & the color was more vibrant. I haven't used the product long enough to vouch for  its claims to increase my hair strength. My baby fine hair is never frizzy so that's not an issue.The next time I used this product, I combined it withPaul Mitchell Round Trip Curl Definer, 6.8-Ounces Bottlewhich is meant to be used for curly styles but also works to give my hair body. I applied both products to my towel dried hair, combed through, held my head upside down & blew it dry. Eureka!  I finally  added some volume to my hair.  So, for me, this Nexxus product works if I use another product with it."	"Works if I use another product with it...."	"neutral"
"I really love this stuff but cant justify the price when I only used a couple times and it turned green. I called the makers of fake bake and told them what happened they didn't seem to care. Customer Service is lacking. Will not buy again. Swedish Beauty Botanicals has a great self tanner for the face and body, is cheap and smells great. It is also sold on Amazon for less 1/2 the price they sell at the tanning salons. I bought a tube that was 50.00 for 20.00  on Amazon."	"Turned green only used 3 times..."	"bad"
"I've ordered this cream before on the actual Avon site. But I found it to be cheaper on Amazon. The night cream is wonderful. Earlier in the winter season, I was going through a rough patch with my skin and dryness. I was using DHC before, and it works wonderful. But it was draining my pocket. So I did some research and remembered about Avon. I read the reviews and found that majority of the customers were satisfied with this cream. So I ordered me a trial size from the Avon website and viola, I ended up loving it too. I have combination oily skin, but this cream was just perfect for me. It gave my oily dry skin the moisture it needed without overpowering it with oiliness or stickiness that some night creams can give you. It absorbed right into my skin and within that week I saw my skin transform from dry flaky skin to smooth soft skin. Over time, it also helped smoothed out my wrinkles between my brows too; well with the help of my clarisonic. But this cream gave it an extra boost to smooth out my skin even more. Overall, I'm very satisfied with this cream and will highly recommend it."	"Wonderful Night Cream!"	"good"
"I haven't had it long enough to tell the difference,hopefully it does well.I'm sure it tkaes a few months to notice the difference."	"too early"	"neutral"
"I could not wait to receive these tools, but...When I pulled them out, one of the metal dotting tools end fell right out .very disappointed. Gave it 2 stars because the price was good for how many tools came n the pack .just hope I can use the rest without any more falling out."	"broke b4 use"	"bad"
"wow I love this eyeliner! It has two sides. One for liquid and the other for pencil. Both are great quality. At first I had no Idea that there was an eyeliner pencil because the silver part came off. I thought it was broken but that was just another compartment. Not to mention it looks cute on my desk with the rest of my makeup."	"wow I love this eyeliner"	"good"
"Shampoos aren't the most exciting products on earth to review, but it does help to know what you are buying.In this case, the 2 in 1 feature is great for anyone who deals with a child who hates to have his/her hair washed.  It is quicker and minimizes the amount of  parental trauma the rinsing process delivers when the shampoo & conditioner are combined.This particular shampoo is okay, having used it on myself to assess its initial performance.  It isn't so great with hair that tends to be oily, as the conditioners seem to be a bit on the heavier side.  For dry hair, I'd think it was an improvement over the average \"baby\" type shampoos.The coconut scent is pleasant and not overdone."	"Generally okay"	"neutral"
"The pigment on this color blush is so heavy and thick. If you make the mistake of putting on too much it is definitely a clown color on fair skin.  Consistency is also poor made me break out.  If this is NARS, it is highly overrated and definitely overpriced."	"horrible color"	"bad"
"I absolutely love this liquid sand stuff, beautiful color and it lasts FOREVER! It has been more than a week, and my nails look the same way they did the first time. I will always buy these, perfect for a busy lifestyle and a perfect mani."	"Lasting mani love"	"good"
"The color I got says it's Channing, but it's not the same as in a magazine ad I saw and also this picture. I don't think it's the seller's fault, it's just that this particular color doesn't translate onto the screen well. It's much more coppery/orangey than in the photo and, while I still love it and it goes on great and it's a good color, it's not the one I wanted, but I will say the color on the online pic is way more accurate than the magazine pic I saw."	"Not the right color."	"neutral"
"The colors are beautiful on the palette, but when I apply it onto my skin, the color doesn't look the same as on the palette. It doesn't show much on my skin. I wouldn't recommend this product."	"Doesn't really show on skin"	"bad"
"This is a great option instead of using a polish that already has a matte effect. You can make any polish look matte which is very cool! The only problem is is that it tends to chip pretty easy but definitely fun for a temporary look."	"I do like this product."	"good"
"I'm not too happy with this Cologne because it's a bit too spice like for my liking. My wife doesn't care for it either so just be warned its not a citrus, fruit or sporty smell but it is spicerackish."	"Not the greatest"	"neutral"
"This is a great product if you like a greasy, gooey glob on your face. I'll use the rest of it on my hands as a greasy gooey hand cream.I'm editing my review as of April 8th 2013.  Well, it was too greasy and gooey for my hands, so I have just thrown it away.Please note that there are far superior products out there including Maybelline Primer and the ROC Brilliance Anti-Aging Primer"	"Don't buy it"	"bad"
"Love this stuff...not even sure what it is but my skin feels and looks fresher and tighter...I am a new convert to anything made by Dr. Denese.No oiliness or dryness at all...just fresh healthy looking skin!"	"Younger And Younger!"	"good"
"Whether you have long or short hair, hot rollers are a great and easy way to create volume.  In my opinion, these Remington rollers work well but have many drawbacks.Pros-20 rollers! Thats a lot!Variety of roller sizesVelvet texture rollersHeats up quicklyClips heat up as wellProduces nice curls that you would expect from the average hot rollerClips store nice and neatly on the rollersPretty caseCons-20 rollers- Unless you want super tight curls, does anyone really need that many? I have thick, long (near waist) length hair and I didn't even use half of them to curl my hair.Clips are awkward- They don't allow the roller to hold tight to your head.  This causes the rollers to become floppy on your head and possible burns can result near the nape and ears. Clip combs would have been better.Huge!- Takes us a lot of space on the counter or in storage.Clips get borderline hot so you have to work quickly not to get burnedOverall these rollers did not work for me. They are just to awkward to clip and stay. I kept repositioning the clips to keep them from flopping all over the place. Maybe for someone with shorter hair."	"Comb Clips would have been better"	"neutral"
"I was using it for about 2 weeks under my nose and a little off to the left side of my nose, because that is where my acne is worst. I followed the instructions and used it as described. After about 2 weeks, I began to notice numbness in the whole area that I used the Dark Spot Corrector. The area has been numb for a solid week now, and I stopped using the cream as soon as I noticed the numbness. It is not \"fully\" numb...another way to describe it is \"desensitized.\" It definitely does not feel normal and now I am worried about regaining feeling in my face!!!! I would NOT recommend using this product."	"Caused numbness on my face!!!"	"bad"
"This hand cream is smooth and light, and rubs in easily. It works right away to calm my dry hands and elbows. Also, the scent is really nice: just a light, fresh, slightly floral aroma. It does leave my hands a little greasy for a while until it's fully absorbed, so avoid trying to pick up anything fragile for a short time. I would recommend putting it on before bed and letting it work magic overnight. I also love that it is mostly chemical free, knowing that my skin is absorbing more pure and less harmful ingredients makes me happy."	"smells great, less chemical filling"	"good"
"I have used this foundation for years, as the shade (40) perfectly matches my pinkish-yellowish-neutral face color (my face color is hard to match since I'm mostly neutral but have both slight yellow and slight pink undertones). It blends in very well and provides natural looking coverage. It is sheer so won't cover blemishes, but I will sacrifice coverage for breathability. It isn't very moisturizing but that's not a problem since I always use moisturizer (day and night). I tried putting this on once without moisturizer and it was quite cakey and flaky. I do wish Neutrogena would get with the program and stop using parabens in Retinyl Palmitate in their lotions and cosmetics. Though I love this tinted moisturizer, I've stopped using it and switched to another paraben-free brand until Neutrogena finally removes known carcinogens and endocrine disrupters from their products. If you have a difficult to match medium skin color with both pink and yellow undertones and DO NOT mind parabens and RP, this would be an ideal tinted moisturizer for you...just be sure to use primer or moisturizer underneath."	"Great sheer foundation, just wish it was paraben & RP free"	"neutral"
"When I put this on it looked and felt just fine for a minute or two, and didn't bother my eyes.  But afterward, anything that touched my face made the cream roll into little balls of dark stuff, so all the sunscreen benefit was gone.  Other reviews don't say this, so maybe it was some combination of products I used or just my skin (which is pretty normal), but I've never experienced this with other tinted sunscreens or with make-up."	"Rolled right off"	"bad"
"My hair with any other blow dryer takes about an hour to blow out.  With the feather weight, it took 20 minutes.  I also usually have to go over my hair with a flat iron about 3 times before it's completely straight.  When I use the featherweight, I only have to go over my hair once with the flat iron.  I loved this so much, I ordered one for my mom for Christmas.  Buy this blow dryer. You won't regret it."	"Other blow dryers don't hold a candle to the featherweight"	"good"
"Rated only 3 stars because it has a smell that did not appeal to me. However, since it has argan oil and I am a fan of argan oli, I would still use it."	"Ok!"	"neutral"
"My kids-a boy and a girl-love hair spray for some reason-I think it makes them feel grown up or something so they sneak and use ours when we are not around. So I thought they would love this but no such luck. First off they did not like the smell and it did not hold my daughters hair in place at all. My son sprayed it once and that was enough.Try something else!"	"Kids did not like!"	"bad"
"I don't want to run out of this because it gets rid of the frizz and makes my hair shinny and manageable."	"Does exactly as advertised."	"good"
"The basic browns in this eyeshadow quad are an essential for every woman's wardrobe.  The four shades blend and complement each other regardless of which combination you choose.  If they have a flaw, it's that the colors faded somewhat and had to be replenished midday.  Some creaminess might help with this. Otherwise, it's great."	"Great eyeshadow"	"neutral"
"I have combination skin and usually have no problem with peels or enzyme masks of any kind. However, this broke me out terribly after using it. I tried it several times to see if my skin was just \"purging\" but my skin always had the same reaction. I am really sad because I had high hopes for this product line because it seemed to have great reviews, but I am continually unimpressed each time I try something by them. Perhaps it is because they have changed their formulas and are using cheaper ingredients? I'm not sure. All I know is this one does not work for me."	"Broke Me Out..."	"bad"
"Love the pump and keep it by my kitchen sink so I am always reminded to moisturize my hands, especially after doing the  dishes! Love the almond cherry scent and it really softens my hands and skin without being greasy."	"Original Scent Dry Skin Moisturizer"	"good"
"It didn't make me give up my regular shampoo altogether. Sometimes I need to still use regular shampoo to get rid of the build up from this one. However, when I alternate back to my regular shampoo my hair looks GREAT. I have wash and go hair for the first time in a LONG time.This stuff keeps my hair from being a poofy frizz, but it is a little hard to wash out. You also won't get out of the shower with soft hair."	"Pretty good"	"neutral"
"I bought this shampoo because I've been having so many problems with my hair, I know that many of those problems comes with aging, the hair aged as we do. When I purchase this product was based on the reviews, my hair is thick and naturally curly, I bought coconut oil Vatika, Raw argan oil and Ojon hair repairing mask, and my hair feels so good after these products penetrate into hair but right after shampooing my hair with  TheraNeem Gentle Therape Shampoo my hair becomes like wire, hard and stiff, it feels awful!!! it looses completely the moisture despite I'd used those products hours prior to wash my hair, and using a very good conditioner, that's not enough to return my hair's natural moisture, this is one of the worse shampoos I had ever used. My hair still falling out like crazy, now is even more frizzy, the worse part is that I bought two of them, one for me and the other as a gift, but now I am thinking what to do!!! my friend is even older than me with hair problems and she doesn't like to use conditioner because her hair is thinning and the conditioner flats her hair down. Probably I'd give that to her because just because if it isn't good for me that doesn't mean it isn't good for her, I don't know???. I Won't buy it again."	"Probably is not for my type of hair???"	"bad"
"I love this palette! All the colors are so pretty. They aren't really big, about the size of a dime but they are really pigmented and a little goes a long way. I bring all my make up to friends house's and they all love to play with the different colors. Its so much fun and I can try out lots of different looks"	"Love all the colors!"	"good"
"Some items are black/dark, the bundle would have been better if all items suited blonde hair. Most things don't work for me, having very long but thin blonde hair, but the smaller foam sponge makes a nice bun after some practice"	"could be better"	"neutral"
"I bought this product based upon the positive reviews it received.  I tried it for two weeks and it really broke out my face.  I have never had a problem with acne and bought this to minimize my pores. Not for me.  I have sensitive skin and perhaps that was the problem."	"Not what I expected"	"bad"
"Of course they took awhile to arrive but their from china so duhh but I LOVE THEM they are reusable . Not too long not too dramatic I just love it . Purchasing more for my clients ."	"Loved them"	"good"
"It had my hair frizzy. I did like how the deep conditioner had my hair feeling but the rest of it was no use to me."	"Not for me"	"neutral"
"The roller form does make a beautiful shape out of the hair, but the clip--which is paramount to any of it working--rarely holds.  Poor, poor design.As an alternative to this, try using a fat, wide barrette."	"No, no, no"	"bad"
"this scent smells greatit lasts all day longI tend to perspire frequently..with this cologne I still smell fresh"	"Number one day scent"	"good"
"I have been using Obsidian for the last year and really love the slight warming effect it provided.  I wanted to boost my tan and after researching tinglers, I decided to purchase Bombshell.  Whoa, this product is powerful!!  About 10 minutes into tanning I felt the tingling sensation start to work.  Right after tanning my body was completely red, especially my legs.  The tingle intensified and lasted a few hours later even after showering.  After the redness went away, I was darker, but it didn't sustain like I have seen with results from Obsidian.  This may be a great product for truly advanced tanners, but for me it was a little much.  I will use the rest of the bottle though and rotate it in and out with Obsidian since I want to use it up.  If you love tinglers you will probably really enjoy this product.  For me, just a little too strong."	"WOW tingle!"	"neutral"
"I was rather excited to receive  the Remington Smooth and Silky Electric Roll-On Wax kit from Amazon's Vine program in order to review it. For years I have been using sugaring, which is a similar depilatory practice, and so I thought it would be quite similar.The unit is packaged nicely, Looking at it you would think that this compact unit would make the chore of hair removal easy. The unit heated up quickly enough, however the wax did not stay warm enough for long.  It was very difficult to get it to stay on the skin long enough to get the &#34;fabric strips&#34; to adhere to the wax. These were more like dryer sheets. I was only able to remove a very little bit of hair at all from my legs. Finer hair, such as between the brows or on the chin were completely uneffected. If I am going to buy a device, take more time and effort in hair removal than it would take me to shave or even sugar - i want results.  This product did not offer enough of a tangible result.  So I cannot recommend it."	"Not effective"	"bad"
"I bought this as a gift for someone who requested an all natural soap with a clean, non-floral scent. This definitely hits all those marks - the ingredients are all plant based and it is scented by essential oils. There are no artificial scents or chemicals, and it does not contain parabens or any of those other nasty chemicals. The scent is great - although grapefruit and mint may sound a little strange, they go together very well and the scent is clean and fresh. A little pricey but definitely worth it if you want a good, all-natural soap."	"Smells great, and all natural!"	"good"
"The only problem with this mitt is that it is difficult to use in the shower. The &#34;handle&#34; needs to be more flexible (perhaps sizable?) to allow for a comfortable fit. As a massager, it is okay, but i am not convinced that it does anything for cellulite."	"So so"	"neutral"
"I was exited about getting this mascara because I had heard in some magazines that women all over loved it, but I was kinda annoyed when I saw that the brush was tiny and it really didnt do anything for my lashes, I recomend Milani Runway lashes mascara for about the same price but a much better product!"	"This Mascara is Crap."	"bad"
"I've been ordering this type of lash for a couple of years now.  I love that they come in all sorts of different styles, and I can order a different pair if my mood changes.  Plus, they are cheap, which is nice when you don't want to spend $10 a pair elsewhere.  That being said, they're not like ones you'll find in the stores.  These are a little thicker, and give you the very dramatic, obviously false eyelash look.  I've found they look best (on me) if you put a coat of liner on after their applied, to blend them in with your natural lash line.  I can usually wear one pair for about a week before throwing them away.  I just clean them with an eye makeup remover pad. As far as glue is concerned, I have had the best luck with either Revlon or Duo glue with the applicator brush.  I will for sure be ordering more in the future."	"Great for the price."	"good"
"This shampoo is great in that the smell is much less potent cough drop like than the original, actually almost pleasant, but the shampoo itself also seems less effective in managing a dry scalp.  I'd rather have the smell and have my shampoo do its job..."	"not the original"	"neutral"
"I am of the impression that I just don't know how to use this product. It is so sticky you cant even begin to use it without sticking your entire body! I need a REFUND !!"	"UnUseable"	"bad"
"I have color-treated (all-over blonde highlights) and very fine hair... but a lot of it! I originally tried the volumizing shampoo and condition by Clear but I needed more moisture. This one is great!Even with the first washing my hair was more manageable, styled better, and was so shiney and bright! One of the guys I work with said it looked blonder and asked if I just got it done!I know it has sulfate but my hair looks great anyway!"	"This is a great shampoo"	"good"
"I wanted to like it, I really did but the red didn't do it for me. It's too glossy to be a red, it made a mess and did not line my lips at all. Treat it like a gloss. I am going to buy it in a different shade eventually because it still applies really nice and shines. It's just not what I wanted in a red color."	"Meh.."	"neutral"
"I usually use a regular manual eyelash curler but thought this might be of better quality.  Was hard to close the curler without pinching my eye lash area. Lashes didn't stay curled. Would not recommend it for purchase regardless of the rave reviews printed previously before."	"Not for me...."	"bad"
"Did you know that you can prevent all soap scum in your shower or tub by not using--wait for it--soap?  Use a body wash instead! I love the creamy feel of this particular body wash. It lathers very well, and it doesn't have a perfume-y sent.  I've tried many other brands, most quite a bit more expensive, but this is my favorite.  No other brands gives me such a nice, rich creamy lather.  It also works great as a bubble bath in the tub.  I love it when the best product also has the best price!I don't know why, but this is hard to find in stores.  Target is about the only place I can find it, but shipped to my door via subscribe and save is even better!"	"My favorite wash at any price"	"good"
"This is a large, nicely made brush, and a cruelty free product....but cruel to my hair.I keep trying to use it and have finally given up.  It pulls my hair and has gotten tangled twice while trying to use it with the blow dryer.  I do use other products from this brand of Ecotools but this is a reject for me and my longer hair.  They have so many great brushes for longer hair that smooth and don't get tangled but this is not one of them!"	"Not liking this one..."	"neutral"
"This is aweful!  I have used this exact color (#210-Rosebud) for a while and now they have changed the color to a hot pink!  I just ordered 2 of them only to find out the color has changed.  I am unable to return them too."	"color has changed and it is now hot pink!"	"bad"
"I read the previous reviews for this scalp balm; I'm glad that I decided to get it anyway. There are a number of ingredients in here that would make one think that this would be heavy, but it wasn't. As someone who deals with dry scalp, I'm always looking for hair/scalp oils to use. Sometimes, I  miss the mark and get something that weighs my hair down, and makes it overly oily. Considering that this is hair \"grease\" this was light and fluffy, compared to the others that I've  used. It had a pleastant smell, and didn't make my hair greasy. I put it in my hair 3 days ago, and I haven't had any itching. I will happily use tyhe rest of my sample and buy some more"	"Not heavy"	"good"
"It jsut doesn't work for me. It does not fit in any of my lunch boxes. I like the Aladdin line of product better!"	"not for me"	"neutral"
"I just don't know how to use it,never have, as there were no directions to help me use it. . What a shame. .Ignorant,Renee Evers"	"No Directions"	"bad"
"These clear elastic bands are great because they don't stick out awkwardly against the hair color (due to their transparency). They're also handy because they don't tug and pull the hair when you remove them, like so many rubber bands have a tendency to do. They're a great price for the quantity you receive and a pack like this can last you a while. But of course the absolute best quality that they have is simply the fact that they're ouch-free. I have a sensitive scalp and the bane of removing elastic bands is often how difficult and painful it is to do so. These elastic bands leave the discomfort behind. I would highly recommend this product to anyone, but most specifically to those with sensitive scalps."	"Ouch-Free Bands"	"good"
"I work long hours... I used this to wash my face and hoped the cooling action would perk me up.  It did a good job cleaning my face (I have had better luck with Nivea products), and this left me refreshed.I did not feel the skin tightening I would feel with the Nivea products.  But the smell of this is pleasing and the cooling feeling perked me up."	"Cooling and a pick me up, but falls short"	"neutral"
"I must say that even though I read both the negative and positive reviews of Wen on Amazon, I still purchased the product from the infomercial. Well, I didn't really like the results. My hair is thin and curly naturally. My hair did feel a lot softer in the shower within minutes, but while it dried afterwards, I noticed it become limp and almost oily. I continued to use it for a few weeks to give it a chance and no change. I'm sure for some hair types it's a \"miracle\" product, but it did nothing for me. I ended up canceling my future orders and sending my unused portions to a friend."	"Not So Great"	"bad"
"Does what it's supposed to do.  Dries out my nail so the gel base coat can adher to my nail.  A little bit goes a long way so this bottle will last forever.  Over all the Harmony Gelish gel is a great brand.  It had nicer colors than the other brands I looked at, and what is really great about the brand is tht all of the instructions at on their website, and the curing times are on the bottles too.  Another brand that I looked didnt have any instructions posted on their website, and instead you would have to sign up for a class to Learn how to use the product.I love being able to do my nails my self on my own time!"	"A little bit goes a long way."	"good"
"I ordered this product to try and I have to say I am not sure how I feel about it.  It smells great but it makes my hair feel gross and it is hard to wash out. There was not directions on how to correctly use it so I have no idea how to use it. All the directions said were \"cleanse\", \"smooth\", \"soothe\" and \"seal- but i don't actually  know what that means. I think this product would be nice if there were actually directions on how to use it."	"it smells good"	"neutral"
"I love Bare Escentuals and use many of their products but this one did not work for me.  I have oily skin though I'm in my 50's and this exacerbated my break outs.  I wouldn't recommend it for others with similar demographics."	"Not good for oily complexions."	"bad"
"I LOVE this bronzer!! It is SO pigmented you only have to use very little!! Such a great buy, it's definitely worth the money!"	"One of the best bronzers!"	"good"
"These rollers have the same great quality of my old Conair travel rollers from the 80s; however, the cheap plastic clips on these things will not hold your hair, that is unless you have  baby fine, thin hair,(I have thick course hair) then they may work. The metal clips I ordered after reading the reviews are too small, which leave the rollers almost unusable. I think I'm going to just sent them back rather than going through the trouble of searching for proper metal clips, like the old rollers used to have."	"rollers great-clips suck"	"neutral"
"OPI polish is always #1 in my book, and this color was no exception, I got a lot of compliments. BUT when it was time to change polish i literally had to buff this off my nail. Not cool, and definitely not good for my nails. I won't be using this for a while, give my nails a rest!"	"Hard to remove"	"bad"
"I'm really happy with these thinning shears.  They are high quality and do a great job of thinning.  They are a little smaller than some might be expecting, but that definitely does not mean they are any less effectual!"	"work great"	"good"
"These work as do the hair, skin, and nails softgels also by Nature's Bounty I have in my cabinet. But there's quite a difference in ingredients. Comparing the two labels, I find 3 softgels as the recommended dosage contain 5 mg of biotin vs. 2.5 for the gummie dosage. The gummies have 15 mg of Vitamin C and 15 IU of Vitamin E, whereas the softgels contain 60 mg and 15 IU respectively. The softgels contain many more vitamins and minerals; the gummies list only 4 grams of carbs and 2 grams of sugar as their other ingredients, tellingly.So, you can see that there's a dramatic difference in the biotin and Vitamin C dosages by these two Nature's Bounty products side-by-side. The softgels have 250 pills (3/daily) compared with the 80 gummies (2/daily) for additional information, so you can judge if you want the 15 calories of the gummies or the 10 calories of the pills--not much difference there!"	"How do they compare with Nature's Bounty softgels?"	"neutral"
"It has been OVER 5 Months since I used this product @ the shade stated above. I'm a natural light auburnish coppery warm red (almost strawberry blond but not quite that light). I am a former Hair Stylist that use to be able to buy/get so called professional products @ 1/2 price or cheaper but let my license run out so I've been trying different hair colors (to be very frank-most so called professional products ARE made by Loreal, they own tons of different products, take a peek on the internet as to what they do own if you want, it's just a little secret that the Beauty industry doesn't want u to know & I think u will be surprised to know how many come off the same assembly line). Anyways this review is for this Garnier Olia product only so I'll get to the point-just thought it was worth mentioning due to the fact that in my opinion they really went wrong with this stuff.I know how hard it is to keep any red shades in your hair looking nice & vibrant (yes-natural here but I still color it to make it look more vibrant & to cover some greys that are starting to poke through). This product is just a nightmare & it seems you are either going to love it or hate it from reading most reviews though it seems if you are using a brown(ish) shade the reviews are better or a lot better than the red or blonde shades. All I can say is \"this\" shade not only made my hair 2 shades darker than what I had it also has been over 5 Months as stated & it keeps getting darker! Yes, my roots are certainly popping up as my lighter natural hair color (so in between I used a semi-permanent color to even it out but \"that\" washed out. I know hair color can always be fixed but I certainly don't want to use a hair coloring stripper to get this junk out of my hair (but I may have too) @ this point. Unless I shave my head or get a really short cut this crap WILL stay in my hair. It just will not lighten up any other way & instead of a level 6 auburn I got a very dark black cherry shade with lovely purple highlights @ very cool toned (looks great with my pale/Casper the Ghost complexion -(yikes-at least the violet purple tones are out by now but now it's just a \"mucky\" very dark brown. I think this might be a \"metallic\" dye (such as Just For Men where the color gradually turns darker & darker for men that don't want that drastic hair color change kind of thing) but I'm not sure? All I know is I want this junk out..Does anyone have any other suggestions besides 1.shaving my head or really short cut (I'm serious here & it's been a while since I've done hair so I'm asking-I don't \"know\" it all), using a hair stripper, or the other thing i can think of is what we use to call a Shampoo cap-mixing 20V peroxide with=amounts of shampoo-leave it on 10-15 min. & wash it out/if it's still not lighter I could try it over once again but that's it because my hair is STILL damaged from this stuff. Okay so i guess it's a review on my part & also just simply asking the people out there that have has this same problem what they did to get it out? The only PRO I can think of is what everyone else says-no bad odor. i didn't find the bottle etc. very hard to use. I say try it if you have dark hair & that's it. Anything lighter than a med. to med. light brown you will not be happy with (I don't think)."	"Review is for 6.60 Light Intense Auburn-HORRIFIC SHADE? or PRODUCT IN GENERAL?"	"bad"
"It came promptly, the cost of it was just right and I am very happy with the product. I can't wait to start using it."	"Great service"	"good"
